date,commits,self_review,time_first_review_staff,time_first_review_total,time_first_review_volunteer,time_plus2_staff,time_plus2_total,time_plus2_volunteer
2012/07/29,2,1,0,0,0,0,0,0
2012/07/30,0,0,0,0,0,0,0,0
2012/07/31,0,0,0,0,0,0,0,0
2012/08/01,0,0,0,0,0,0,0,0
2012/08/02,1,0,1,1,0,0,0,0
2012/08/03,0,0,1,1,0,0,0,0
2012/08/04,0,0,1,1,0,0,0,0
2012/08/05,0,0,1,1,0,0,0,0
2012/08/06,0,0,1,1,0,0,0,0
2012/07/29,2,1,0,0,0,0,0,0
2012/07/30,0,0,0,0,0,0,0,0
2012/07/31,0,0,0,0,0,0,0,0
2012/08/01,0,0,0,0,0,0,0,0
2012/08/02,1,0,1,1,0,0,0,0
2012/08/03,0,0,1,1,0,0,0,0
2012/08/04,0,0,1,1,0,0,0,0
2012/08/05,0,0,1,1,0,0,0,0
2012/08/06,0,0,1,1,0,0,0,0
2012/07/29,2,1,0,0,0,0,0,0
2012/07/30,0,0,0,0,0,0,0,0
2012/07/31,0,0,0,0,0,0,0,0
2012/08/01,0,0,0,0,0,0,0,0
2012/08/02,1,0,1,1,0,0,0,0
2012/08/03,0,0,1,1,0,0,0,0
2012/08/04,0,0,1,1,0,0,0,0
2012/08/05,0,0,1,1,0,0,0,0
2012/08/06,0,0,1,1,0,0,0,0
2012/08/07,0,0,0,0,0,0,0,0
